nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel,positivo_clean,negativo_clean
barceló valencia,españa,,1,familia,"repetiremos , muy buen hotel.","en general es un hotel de 10 , limpieza, trato del personal de recepción , las habitaciones modernas y limpias con todos los servicios , además tener enfrente el oceanografic es un lujo. el desayuno buffet de los mejores que hemos visto , cantidad, calidad y reposición. además el hotel cuenta en su ultima planta con una piscina y un mirador con bar para poder tomarte algo mientras ves el skyline de valencia. cuentas con parking para el coche aunque por los alrededores hay bastante sitio libre siempre y tiene 4 plazas reservadas para coches eléctricos. volveremos a repetir en el hotel si vamos a la misma zona.",,10.0,2024-07-04,fabuloso,general limpieza trato personal recepción habitación moderno limpio servicio oceanografic lujo desayuno buffet mejor ver cantidad calidad reposición ultimo planta piscina mirador bar tomarte ves skyline cuenta parking coche alrededor bastante sitio libre plaza reservado coche eléctrico volver repetir zona,
barceló valencia,españa,,1,pareja,fantástico,"el desayuno tiene gran variedad de fruta y comida. el cocinero de la plancha es realmente atento, sabía lo que quería otro viajero antes de que llegara, al recordar la petición del día anterior.",,9.0,2024-07-01,fabuloso,desayuno variedad fruta comida cocinero plancha realmente atento saber querer viajero llegar recordar petición,
barceló valencia,españa,,2,grupo,súper estancia en valencia.,"ubicación genial. el trato del personal también muy bien. la habitación súper grande y cómoda , repetiremos.",todo genial.,10.0,2024-07-01,fabuloso,ubicación genial trato personal súper cómodo repetirer,genial
barceló valencia,españa,,2,pareja,magnifico hotel para escapada,"el personal muy amable, la habitación muy cómoda y con muy buenas vistas además de bien insonorizada. desayuno fabuloso. junto a la ciudad de las artes y con un autobús en la misma puerta que lleva al centro  ayuntamiento  y a la playa de la malvarosa. tiene una terraza fantástica para disfrutar de la puesta de sol tomando un cocktel.",el personal de seguridad.,9.0,2024-06-20,fabuloso,personal amable cómodo buena vista insonorizado desayuno fabuloso ciudad art autobús puerta centro ayuntamiento playa malvarosa terraza fantástico disfrutar puesta sol tomar cocktel,personal seguridad
barceló valencia,españa,,4,pareja,garantía de confort y relax.,"habitación amplia, limpia y tranquila.",,9.0,2024-06-18,fabuloso,amplio limpio tranquilo,
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,2,grupo,como en casa,"siempre, todos los años vamos y repetiremos siempre que se pueda",,10.0,2024-06-13,fabuloso,año repetirer,
barceló valencia,españa,,2,grupo,fantástico,todo muy bien,no había enchufe en el aseo para el secador.,9.0,2024-06-11,fabuloso,,enchufe aseo secador
barceló valencia,españa,,2,pareja,todo correcto,ubicación y terraza,el baño abierto y la bañera incómoda para entrar,8.0,2024-06-09,fabuloso,ubicación terrazar,baño abierto bañera incómodo entrar
barceló valencia,españa,,1,persona que viaja sola,genial,"todo genial, aunque solo me quede una noche",nada que opinar sobre que no me gusto,10.0,2024-06-02,fabuloso,genial quedar noche,opinar gustar
barceló valencia,españa,,1,persona que viaja sola,fantástico,ubicacion,espíritu,9.0,2024-05-30,fabuloso,ubicacion,espíritu
barceló valencia,españa,,2,pareja,muy bien,"ya es tercera vez que nos alojamos en este hotel, íbamos con un bebé y rápidamente nos facilitó una cuna. aunque le pedimos con antelación si podría darnos una cama grande para porque duerme bebé con nosotros y nos dio 2 camas.. pero contento igual.",único pega lo de no tener cama grande que pedimos,10.0,2024-05-30,fabuloso,alojar ír bebé rápidamente facilitar cuna pedir antelación dar yo cama dormir bebé cama contento,único pegar cama pedir
barceló valencia,españa,,1,pareja,muy bien,todo,nada,8.0,2024-05-27,fabuloso,,
barceló valencia,francia,,1,persona que viaja sola,excepcional,calidad de la instalación,todo ok,10.0,2024-05-23,fabuloso,calidad instalación,
barceló valencia,españa,,2,grupo,gran calidad y ubicación,gran calidad-precio. perfecta ubicación y un rooftop bar y gimnasio muy buenos.,,10.0,2024-05-13,fabuloso,calidad-precio perfecto ubicación rooftop bar gimnasio buen,
barceló valencia,españa,,1,pareja,excepcional,todo me gusto mucho,,10.0,2024-05-06,fabuloso,gustar,
barceló valencia,españa,,2,familia,fantástico,excelentes instalaciones y trato del personal,todo bien,9.0,2024-05-05,fabuloso,excelente instalación trato personal,
barceló valencia,españa,,2,pareja,buena y agradable,"es el tercer año que voy y destaco la habitación, la limpieza, el trato del personal y la ubicación",el suplemento por subirte a la habitación una consumición si el pedido es inferior a 18 euros,9.0,2024-05-05,fabuloso,tercer año destaco limpieza trato personal ubicación,suplemento subirte consumición pedido inferior euros
barceló valencia,españa,,2,pareja,fantástico,su cercania a la ciudad de las ciencias. bien comunicado con el centro histórico.,el baño abierto.,9.0,2024-05-05,fabuloso,cercania ciudad ciencia comunicado centro histórico,baño abierto
barceló valencia,españa,,1,pareja,excepcional,nos cambiaron a una habitación superior y nos invitaron a una bebida en el bar xq fuimos seleccionados colo clientes vip. impoluto. moderno..,,10.0,2024-04-30,fabuloso,cambiar superior invitar bebida bar seleccionado colo cliente vip impoluto moderno,
barceló valencia,argentina,,3,persona que viaja sola,no dudo en volver a barceló!,"sin dudas las dimensiones de la habitaciones y la distribución de los espacios destaca e impresiona favorablemente. el desayuno, a la altura de los mejores. la ubicación maravillos para quién quiere relajarse y recorrer.",,10.0,2024-04-29,fabuloso,duda dimensión habitación distribución espacio destacar impresionar favorablemente desayuno altura mejor ubicación maravillo relajar él recorrer,
barceló valencia,españa,,1,pareja,fantástico,desayuno completo y de calidad. camas cómodas. buena ubicación con disponibilidad de parking en el hotel. la terraza espectacular,todo correcto,9.0,2024-04-18,fabuloso,desayuno completo calidad cama cómodo buen ubicación disponibilidad parking terraza espectacular,correcto
barceló valencia,españa,,2,persona que viaja sola,muy bien,"ubicacio perfecta, desayuno increible, el personal magnifico, la habitacion perfecta","la terraza 270 , el personal bastante torme, me tuve que ir sin que nadie me atendier,subi a tomarme una cerveza",8.0,2024-04-16,fabuloso,ubicacio perfecto desayuno increible personal magnifico perfecto,terraza 270 personal bastante torme tener atendier subi tomar yo cerveza
barceló valencia,argentina,,7,persona que viaja sola,volveria,la ubicacion y las comodidades,,10.0,2024-04-15,fabuloso,ubicacion comodidad,
barceló valencia,españa,,1,pareja,tienes que venir a este barcelo valencia,"la ubicacion frente a la ciudad de las artes, las vistas de la habitación, la terraza 270 grados una pasada , la cama comodisima. todo",nada,10.0,2024-04-15,fabuloso,ubicacion frente ciudad art vista terraza 270 grado cama comodisimo,
barceló valencia,españa,,3,familia,muy buena opción para visitar valencia,"la ubicación perfecta, al lado de la ciudad de las artes y las ciencias, y con una parada de bus justo a la entrada del hotel que te lleva al centro y a la malvarrosa. personal muy atento. instalaciones funcionales y el hotel decorado con buen gusto.",el precio del desayuno es muy caro.,10.0,2024-04-02,fabuloso,ubicación perfecto ciudad art ciencia parada bus justo entrada centro malvarrosa personal atento instalación funcional decorado gusto,precio desayuno caro
barceló valencia,españa,,4,grupo,maravillosa,en general todo.,que no tenia cafetería.,10.0,2024-04-01,fabuloso,general,tenia cafetería
barceló valencia,españa,,3,familia,muy buena opción para ir a valencia,"habitación muy amplia y cómoda, buena localización. el desayuno muy bueno y variado","el parking es muy estrecho, desde la entrada a las plazas. la climatización estaba bloqueada y no se podía poner más calor.",8.0,2024-03-31,fabuloso,amplio cómodo buen localización desayuno variado,parking estrecho entrada plaza climatización bloqueado poder más calor
barceló valencia,españa,,2,familia,"la ubicación esta muy bien para visitar la ciudad de las ciencias, pero un poco lejos del centro histórico .",la habitación es muy amplia y todo muy limpio.,las almohadas eran incómodas. muy altas y duras,9.0,2024-03-28,fabuloso,amplio limpio,almohada incómodas alto duro
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,2,familia,volveremos,y,las almohadas,10.0,2024-03-24,fabuloso,,almohada
barceló valencia,españa,,1,pareja,excelente,"buenas vistas, la cama muy cómoda y la habitación muy acogedora.",,10.0,2024-03-06,fabuloso,buena vista cama cómodo acogedoro,
barceló valencia,españa,,1,familia,fantástico,"la cama, el baño y las vistas.","lo único que no nos convenció fueron las almohadas, muy blandas las dos opciones, alguna más dura o viscolastica mejor!",9.0,2024-03-04,fabuloso,cama baño vista,único convencer almohada blando opción más duro viscolasticar mejor
barceló valencia,españa,,2,pareja,genial,"el desayuno buffet es estupendo, con mucha variedad de platos, tanto calientes como fríos, y una delicia para los golosos, con un gran surtido de bollería y pasteles.",,10.0,2024-02-23,fabuloso,desayuno buffet estupendo variedad plato calient frío delicia goloso surtido bollería pastel,
barceló valencia,españa,,1,pareja,con barceló siempre es un acierto,"la atención del personal impecable. la habitación es muy grande con camas muy cómodas. se descansa fenomenal. el desayuno un acierto como en cualquier barceló, es espectacular. la ubicación es perfecta frente a la ciudad de las artes y las ciencias",nada,10.0,2024-02-22,fabuloso,atención personal impecable cama cómodo descansar fenomenal desayuno acierto barcelar espectacular ubicación perfecto frente ciudad art ciencia,
barceló valencia,españa,,2,persona que viaja sola,fantástico,la cama y almohadas son comodísimas. toallas gustositas. agua y kettle con infusiones de cortesía. el rooftop está muy agradable. y el puntazo de una plancha vertical de vapor.,"la climatización de la habitación no era muy buena, pero me las apañé con la ropa de la otra cama.",9.0,2024-02-06,fabuloso,cama almohada comodísima toalla gustosita agua kettle infusión cortesía rooftop agradable puntazo plancha vertical vapor,climatización buen apañar ropa cama
barceló valencia,españa,,1,pareja,excepcional,habitación amplia. botellas de agua de cortesía. tiene kettle. se ve la ciudad de las artes desde la ventana.,la zona de ducha no tiene puerta de separación con la habitación  sí el aseo ,10.0,2024-02-05,fabuloso,amplio botella agua cortesía kettle ciudad art ventana,zona ducha puerta separación aseo
barceló valencia,españa,,1,persona que viaja sola,sencillamente inmejorable,"me ha encantado la atención del personal, esta vez me dieron cliente vip del día, con una vistas privilegiadas y una consumición gratis. repito siempre que puedo y lo seguiré haciendo",nada que decir,10.0,2024-01-30,fabuloso,encantar atención personal cliente vip vistas privilegiado consumición gratis repetir seguir,
barceló valencia,españa,,2,pareja,situacion inmejorable,"la habitación en general muy confortable. el personal muy atento también,",tuvimos un problema con el agua caliente pero hicieron lo posible por arreglarlo cuanto antes,9.0,2024-01-30,fabuloso,general confortable personal atento,tener problema agua caliente arreglar él
barceló valencia,españa,2 habitaciones dobles deluxe comunicadas,1,familia,fin de semana en valencia cómo en casa,"viajamos con dos niñas de 10 y 12 años, por lo que nos alojaron en dos habitaciones contiguas comunicadas por puerta corredera. espaciosas, con baños amplios detalle de botellas de agua y calentador de agua para café e infusiones desayuno buffet completisimo y variado garaje propio a buen precio",nos gustó todo,10.0,2024-01-22,fabuloso,viajamos niña año alojar habitación contigua comunicado puerta corredera espaciosa baño amplio detalle botella agua calentador agua café infusión desayuno buffet completisimo variado garaje precio,gustar
barceló valencia,españa,,2,familia,excelente relación calidad-precio,instalaciones y el personal,nada,10.0,2024-01-22,fabuloso,instalación personal,
barceló valencia,españa,,1,familia,bravo por los cargadores de vehículos eléctricos gratuitos.,"la amabilidad de los empleados, la seguridad en el hotel y la excepcional ubicación. el precio es más que razonable y las habitaciones bien cuidadas y la cama enorme y comodisima. ah...además, hay cargadores gratuitos para los vehículos eléctricos lo que es una ventaja enorme para los que los usamos","las plazas de garaje son un tanto pequeñas...pero aún así, mi tesla model y pudo entrar sin problemas.",10.0,2024-01-21,fabuloso,amabilidad empleado seguridad excepcional ubicación precio más razonable habitación cuidado cama enorme comodisima ... cargador gratuito vehículo eléctrico ventaja enorme,plaza garaje pequeño ... tesla model entrar problema
